Diện tích (m^2),Khu vực,Mô tả vị trí,Mặt tiền (m),Số phòng ngủ,WC,Giá nhà (Tỷ)
35,Quận Hải Châu,NHÀ TRONG NGÕ,3,3.0,3.0,4.3
150,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,2.0,11.5
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,11.6
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,20.0
105,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,3.0,5.4
57,Quận Hải Châu,NHÀ MẶT PHỐ,4,5.0,4.0,13.4
150,Quận Sơn Trà,"NHÀ BIỆT THỰ, LIỀN KỀ",7,3.0,3.0,9.8
57,Quận Ngũ Hành Sơn,NHÀ ĐẤT THỔ CƯ,4,1.5,1.0,1.85
56,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,4.0
140,Quận Liên Chiểu,NHÀ MẶT PHỐ,4,3.0,3.0,4.11
120,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,2.8
178,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,3.0,4.9
65,Quận Thanh Khê,NHÀ MẶT PHỐ,4,5.5,3.0,9.0
50,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,7,1.5,1.0,2.7
72,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,3.0,5.2
72,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,3,3.0,3.0,4.5
52,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,3.0,0.295
103,Quận Sơn Trà,NHÀ TRONG NGÕ,5,1.5,1.0,9.8
120,Quận Hải Châu,NHÀ MẶT PHỐ,6,4.0,4.0,14.0
83,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.5
204,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,4.0,4.0,4.49
120,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,3.0,3.0,2.8
76,Quận Sơn Trà,NHÀ MẶT PHỐ,5,5.5,3.0,10.0
93,Quận Sơn Trà,NHÀ MẶT PHỐ,5,5.5,7.0,11.6
60,Quận Liên Chiểu,NHÀ TRONG NGÕ,5,3.0,3.0,3.75
98,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,7,5.5,7.0,10.5
72,Quận Liên Chiểu,NHÀ MẶT PHỐ,4,2.0,1.0,3.05
65,Quận Hải Châu,NHÀ TRONG NGÕ,6,5.5,7.0,4.0
90,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,2.0,3.0
120,Quận Hải Châu,"NHÀ BIỆT THỰ, LIỀN KỀ",6,3.0,4.0,14.0
112,Quận Hải Châu,NHÀ MẶT PHỐ,10,5.0,5.0,2.7
82,Quận Liên Chiểu,NHÀ MẶT PHỐ,4,3.0,2.0,4.35
80,Quận Hải Châu,NHÀ MẶT PHỐ,5,3.0,3.0,5.0
68,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,4.0,2.0,3.8
48,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,0.97
63,Quận Liên Chiểu,NHÀ TRONG NGÕ,5,2.0,2.0,3.2
120,Quận Hải Châu,NHÀ MẶT PHỐ,6,4.0,5.0,15.0
70,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,1.7
60,Quận Sơn Trà,CĂN HỘ CHUNG CƯ,10,1.5,1.0,3.48
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,6.0
100,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",5,3.0,3.0,6.8
120,Quận Hải Châu,NHÀ MẶT PHỐ,6,5.0,5.0,14.0
60,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,3.9
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.5
120,Quận Hải Châu,NHÀ MẶT PHỐ,6,5.0,5.0,15.0
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.6
105,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,3.0,3.0,3.5
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",2,3.0,3.0,11.0
110,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,8,3.0,3.0,2.95
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.4
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",2,4.0,3.0,11.0
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,5.0,5.0,24.5
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,3.0,3.9
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,4.0,4.0,13.0
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,4.0,4.0,13.0
62,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,1.0,3.45
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.45
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,24.0
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,4.0,3.0,20.0
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,15.0
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.8
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.9
81,Quận Hải Châu,NHÀ TRONG NGÕ,5,3.0,2.0,2.6
128,Quận Liên Chiểu,NHÀ MẶT PHỐ,6,4.0,4.0,6.0
68,Quận Hải Châu,NHÀ TRONG NGÕ,7,3.0,3.0,6.6
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,4.2
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,5.0,4.0,0.08
105,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,3.0,2.0,1.3
169,Quận Cẩm Lệ,CĂN HỘ CHUNG CƯ,9,3.0,3.0,6.1
60,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,3.25
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,5.0,4.0,21.0
47,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,8,1.5,1.0,1.03
92,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,3.0,3.85
60,Quận Sơn Trà,NHÀ MẶT PHỐ,4,2.0,2.0,3.55
144,Quận Sơn Trà,NHÀ MẶT PHỐ,6,3.0,4.0,11.0
62,Quận Liên Chiểu,NHÀ TRONG NGÕ,5,3.0,3.0,4.17
95,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,5,4.0,4.0,6.7
70,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,4.35
90,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,4.0,2.0,3.25
61,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,3.97
68,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,8,3.0,3.0,1.63
56,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,7,3.0,3.0,1.57
57,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,8,3.0,3.0,1.55
83,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.6
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,4.0,4.0,15.0
140,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,3.0,14.2
204,Quận Hải Châu,NHÀ MẶT PHỐ,5,3.0,2.0,11.4
152,Quận Sơn Trà,NHÀ MẶT PHỐ,7,5.5,7.0,12.5
75,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,3.6
134,Quận Hải Châu,NHÀ MẶT PHỐ,5,3.0,3.0,4.4
112,Quận Hải Châu,"NHÀ BIỆT THỰ, LIỀN KỀ",4,3.0,3.0,3.65
70,Quận Hải Châu,NHÀ MẶT PHỐ,5,4.0,3.0,5.0
68,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,3.0,3.89
62,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.9
50,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,1.1
44,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,0.95
50,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,2.0,1.0,1.15
200,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,10,3.0,3.0,9.0
46,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,3.0,3.0,0.95
45,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,0.98
40,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,0.95
65,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,2.0,1.0,1.3
78,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,4,2.0,2.0,0.312
55,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,5,2.0,2.0,4.0
48,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,2.55
70,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,3,3.0,3.0,3.35
46,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.5
68,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.75
57,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.3
50,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,4.0,4.0,4.55
52,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,2.65
62,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,6,3.0,3.0,3.35
60,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.75
57,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,2.33
50,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,4.0,3.6
70,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,4.0,4.0,5.45
66,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,2.7
87,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,2.0,1.0,2.3
62,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.2
117,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,4.0,3.0,2.95
60,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,4.0,2.0,3.2
88,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,4.0,4.75
53,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.25
100,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,4.35
70,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.58
100,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,4,2.0,1.0,6.19
134,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,6,2.0,1.0,4.4
60,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,5,2.0,2.0,3.75
68,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.85
63,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.15
105,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,3.75
45,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,2.0,2.0,2.68
50,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.65
63,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.15
92,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,4.0,5.1
50,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,5,4.0,3.0,3.95
60,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,4.0,4.65
75,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,4.0,5.85
50,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,5,4.0,4.0,4.55
57,Quận Thanh Khê,NHÀ TRONG NGÕ,5,3.0,3.0,3.65
125,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,4.0,7.5
70,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,6.8
134,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,1.0,3.0
61,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,3.0,3.0,1.29
1,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,8,3.0,3.0,0.045
60,Quận Hải Châu,NHÀ TRONG NGÕ,5,2.0,2.0,3.0
57,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.1
81,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,1.5,1.0,0.14984999999999998
50,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,3.0,3.0,0.99
50,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,2.0,0.36
65,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,1.5,1.0,1.8
60,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,10,1.5,1.0,1.8
65,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,1.5,1.0,1.7
50,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,1.7
54,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,1.5,1.0,1.9
84,Quận Sơn Trà,NHÀ TRONG NGÕ,10,3.0,2.0,5.0
57,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,7,2.0,2.0,1.22
40,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,0.98
65,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,2.0,2.0,1.25
60,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,3.0,3.0,1.35
54,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,1.8
64,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,5,1.5,1.0,1.8
110,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,3.65
83,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,4.0,4.0,14.2
52,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.78
97,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,1.0,2.55
60,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,4.39
52,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,4.65
90,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,5.38
180,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,10,3.0,2.0,8.5
106,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.65
60,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.19
63,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,2.39
60,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,2.98
58,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,4.0,4.43
57,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,4.0,4.4
75,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,4.2
58,Quận Thanh Khê,NHÀ MẶT PHỐ,5,3.0,4.0,4.05
90,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,4.5
152,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,7,5.5,7.0,13.0
43,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,3,3.0,3.0,2.8
56,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,3,2.0,2.0,2.25
86,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,5,5.5,7.0,6.65
125,Quận Cẩm Lệ,NHÀ MẶT PHỐ,6,1.5,1.0,7.5
90,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,4.0,3.0,5.7
54,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,2.0,5.35
90,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,5.2
50,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,5,4.0,3.0,4.33
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,5.0
87,Quận Ngũ Hành Sơn,NHÀ TRONG NGÕ,5,3.0,3.0,5.33
36,Quận Hải Châu,NHÀ MẶT PHỐ,5,4.0,3.0,3.9
81,Quận Hải Châu,NHÀ MẶT PHỐ,4,2.0,2.0,6.2
73,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,4.1
70,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,7,2.0,1.0,2.5
167,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,8,1.5,2.0,16.5
60,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,1.5,1.0,1.9
60,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,2.0,1.0,1.9
75,Quận Hải Châu,NHÀ MẶT PHỐ,5,3.0,3.0,4.15
75,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,4.2
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,1.3
48,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,2.2
124,Quận Hải Châu,NHÀ MẶT PHỐ,6,3.0,3.0,23.0
204,Quận Sơn Trà,"NHÀ BIỆT THỰ, LIỀN KỀ",6,3.0,4.0,12.8
71,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,7,2.0,2.0,1.9
100,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,5,3.0,2.0,4.9
75,Quận Cẩm Lệ,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,2.0,2.4
52,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.37
204,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,4.0,5.6
204,Quận Sơn Trà,"NHÀ BIỆT THỰ, LIỀN KỀ",6,4.0,4.0,12.8
120,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,3.0,7.3
52,Quận Thanh Khê,NHÀ MẶT PHỐ,5,3.0,4.0,3.4
54,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,2.0,2.0,2.55
79,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,3.5
200,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,5.5,6.0,14.0
72,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,4,3.0,4.0,5.19
112,Quận Cẩm Lệ,NHÀ TRONG NGÕ,7,3.0,3.0,2.85
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,6.5
82,Quận Cẩm Lệ,NHÀ TRONG NGÕ,7,3.0,3.0,2.9
112,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,17.0
90,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",5,5.0,7.0,5.64
62,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,9,1.5,1.0,3.5
75,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,10,3.0,2.0,2.45
55,Quận Liên Chiểu,NHÀ MẶT PHỐ,6,1.5,1.0,1.75
65,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,2.0,3.4
190,Quận Sơn Trà,NHÀ TRONG NGÕ,10,3.0,3.0,8.5
54,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,2.98
48,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,2.0,2.0,2.35
75,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,4.0,5.95
204,Quận Sơn Trà,"NHÀ BIỆT THỰ, LIỀN KỀ",6,4.0,4.0,13.8
56,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,7,2.0,2.0,1.6
125,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,2.0,4.75
100,Quận Cẩm Lệ,NHÀ ĐẤT THỔ CƯ,5,4.0,3.0,14.0
95,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,2.0,1.0,3.2
80,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.0
80,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,4.15
62,Quận Ngũ Hành Sơn,NHÀ TRONG NGÕ,5,5.5,7.0,3.3
120,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,5.0,3.0,4.75
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,18.0
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,2.0,2.0,4.0
100,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,5,4.0,3.0,0.065
60,Quận Cẩm Lệ,NHÀ TRONG NGÕ,4,3.0,3.0,2.21
55,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,2.0,3.1
56,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.15
55,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.08
71,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,4.3
60,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,5,2.0,2.0,3.18
62,Quận Hải Châu,NHÀ TRONG NGÕ,5,2.0,2.0,3.2
61,Quận Hải Châu,NHÀ TRONG NGÕ,5,3.0,2.0,3.15
67,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,3.0,3.52
68,Quận Hải Châu,NHÀ TRONG NGÕ,5,3.0,3.0,3.6
67,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,3.0,3.6
66,Quận Hải Châu,NHÀ TRONG NGÕ,6,3.0,4.0,4.7
65,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,3.0,3.75
60,Quận Hải Châu,NHÀ MẶT PHỐ,5,3.0,2.0,3.18
68,Quận Hải Châu,NHÀ MẶT PHỐ,5,3.0,3.0,4.7
55,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,2.0,3.1
52,Quận Hải Châu,NHÀ MẶT PHỐ,4,2.0,2.0,2.56
52,Quận Hải Châu,NHÀ MẶT PHỐ,4,2.0,2.0,2.6
204,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,9,3.0,3.0,17.0
204,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,9,5.5,7.0,17.0
70,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,3.0,3.0,3.35
105,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,3.0,5.5
120,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,10,5.5,6.0,12.0
51,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,2.68
50,Quận Thanh Khê,CĂN HỘ CHUNG CƯ,5,1.5,1.0,2.9
54,Quận Thanh Khê,CĂN HỘ CHUNG CƯ,6,1.5,1.0,3.0
54,Quận Thanh Khê,CĂN HỘ CHUNG CƯ,5,1.5,1.0,2.96
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,3.0,2.0,5.0
60,Quận Ngũ Hành Sơn,NHÀ ĐẤT THỔ CƯ,4,2.0,2.0,5.2
182,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,4.0,5.0,20.9
50,Quận Sơn Trà,NHÀ MẶT PHỐ,4,2.0,2.0,2.6
129,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,6,3.0,3.0,0.061
97,Quận Liên Chiểu,NHÀ TRONG NGÕ,5,3.0,2.0,3.7
97,Quận Liên Chiểu,NHÀ TRONG NGÕ,5,3.0,2.0,3.8
100,Quận Ngũ Hành Sơn,NHÀ ĐẤT THỔ CƯ,3,3.0,1.0,6.45
71,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,4,3.0,4.0,3.55
52,Quận Hải Châu,NHÀ TRONG NGÕ,4,2.0,2.0,2.57
68,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,4.7
71,Quận Hải Châu,NHÀ MẶT PHỐ,5,3.0,3.0,4.25
62,Quận Hải Châu,NHÀ MẶT PHỐ,5,2.0,2.0,3.2
90,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,3.0,4.0,5.1
204,Quận Sơn Trà,NHÀ MẶT PHỐ,10,2.0,2.0,15.0
67,Quận Sơn Trà,NHÀ TRONG NGÕ,5,2.0,2.0,3.6
52,Quận Hải Châu,NHÀ MẶT PHỐ,4,2.0,2.0,2.57
60,Quận Hải Châu,NHÀ TRONG NGÕ,7,4.0,5.0,3.2
100,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,9.0
125,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,8,3.0,3.0,8.6
85,Quận Thanh Khê,NHÀ MẶT PHỐ,5,3.0,3.0,4.2
138,Quận Thanh Khê,NHÀ MẶT PHỐ,5,3.0,3.0,4.1
92,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,2.0,1.0,4.8
100,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,3.0,6.0
64,Quận Ngũ Hành Sơn,NHÀ ĐẤT THỔ CƯ,5,4.0,2.0,4.5
82,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,5,4.0,2.0,3.4
100,Quận Ngũ Hành Sơn,NHÀ TRONG NGÕ,5,5.5,6.0,6.5
65,Quận Sơn Trà,NHÀ MẶT PHỐ,5,4.0,4.0,4.6
79,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,5,4.0,4.0,4.6
68,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,5,4.0,3.0,4.0
100,Quận Sơn Trà,NHÀ TRONG NGÕ,5,3.0,2.0,4.7
76,Quận Sơn Trà,NHÀ ĐẤT THỔ CƯ,5,4.0,3.0,4.6
60,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,2.0,3.0
